SampleID	Study_ID	Publication	study_accession	Study_Origin	Gene	Plant_species	Family	Plant	Genotype	Habitat	Condition	instrument_model	library_layout	PlantbyStudy	read_count	sample_title	Year	Country	Harvest	Inoculation	Site	Seed_fraction	Time	Microbe_collection	Seed_number	Seed_mass	bray1	bray2	faith_pd	jaccard1	jaccard2	observed_otus	shannon	unweighted1	unweighted2	weighted1	weighted2	pielou_e
R25-3	Chesneau_G_2020	Chesneau et al 2020	PRJEB38127	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Chesneau_G_2020			2016	France	Manual		Field	Total		Soaking		2.51	-0.348730784	-0.500722254	7.221051741	0.270316795	0.162842383	16	1.951938521	-0.147893272	-0.515511105	0.140632842	0.01751568	0.48798463
R32-1	Chesneau_G_2020	Chesneau et al 2020	PRJEB38127	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Chesneau_G_2020			2016	France	Manual		Field	Total		Soaking		2.36	-0.401894049	0.027382297	2.114335939	0.201471137	0.118064823	21	2.240899656	0.228884926	0.089582378	-0.123901062	-0.028523523	0.510186182
R32-2	Chesneau_G_2020	Chesneau et al 2020	PRJEB38127	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Chesneau_G_2020			2016	France	Manual		Field	Total		Soaking		2.26	-0.342736662	-0.501318282	7.466751769	0.243260612	0.131053621	27	2.343560411	-0.132744795	-0.40081607	0.118857602	0.003529006	0.492873997
R32-3	Chesneau_G_2020	Chesneau et al 2020	PRJEB38127	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Chesneau_G_2020			2016	France	Manual		Field	Total		Soaking		2.35	-0.345499231	0.307241362	1.323612376	0.198501716	0.247635681	9	0.787484882	0.362295654	0.05623501	-0.243568822	0.082441437	0.248423821
R46-1	Chesneau_G_2020	Chesneau et al 2020	PRJEB38127	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Chesneau_G_2020			2016	France	Manual		Field	Total		Soaking		0.78	-0.401423975	0.148614638	5.85644929	0.179826814	0.0513393	28	2.432926211	-0.132406277	0.160785033	-0.155312122	-0.005709912	0.506084167
R46-2	Chesneau_G_2020	Chesneau et al 2020	PRJEB38127	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Chesneau_G_2020			2016	France	Manual		Field	Total		Soaking		1.57	-0.353694267	-0.490441931	4.896625548	0.285948944	0.149088264	23	2.156827327	-0.12794101	0.18385421	0.117273929	-0.011091788	0.476798449
R46-3	Chesneau_G_2020	Chesneau et al 2020	PRJEB38127	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Chesneau_G_2020			2016	France	Manual		Field	Total		Soaking		2.19	-0.112594472	0.044274381	2.26975413	0.142086859	0.174526678	10	0.532058764	0.255867005	0.025212485	-0.267541515	0.103642968	0.160165647
R53-1	Chesneau_G_2020	Chesneau et al 2020	PRJEB38127	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Chesneau_G_2020			2016	France	Manual		Field	Total		Soaking		2.08	-0.339790645	0.309639427	2.44118574	0.098079842	0.081721943	15	0.770057429	0.16919217	0.063732436	-0.243770331	0.0782961	0.197102379
R53-2	Chesneau_G_2020	Chesneau et al 2020	PRJEB38127	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Chesneau_G_2020			2016	France	Manual		Field	Total		Soaking		1.89	0.396838955	0.027709384	6.732715952	0.085809916	-0.210707304	45	1.960138499	-0.188975586	0.208031443	0.1250181	-0.01263028	0.356917504
R53-3	Chesneau_G_2020	Chesneau et al 2020	PRJEB38127	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Chesneau_G_2020			2016	France	Manual		Field	Total		Soaking		1.14	-0.106894179	0.111862604	10.03496082	0.102366965	-0.322056839	68	2.789954032	-0.249059458	0.160643172	-0.161896611	-0.015607701	0.458311468
R67-1	Chesneau_G_2020	Chesneau et al 2020	PRJEB38127	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Chesneau_G_2020			2016	France	Manual		Field	Total		Soaking		1.95	-0.189319922	0.334743277	8.915786124	0.13017209	-0.252497411	52	2.412234868	-0.294648449	0.080632524	-0.235766197	0.008294353	0.423166455
R67-2	Chesneau_G_2020	Chesneau et al 2020	PRJEB38127	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Chesneau_G_2020			2016	France	Manual		Field	Total		Soaking		1.48	-0.217306936	0.378709497	6.595032729	0.139088019	-0.221604188	71	3.305584011	-0.223830825	0.197461551	-0.194978312	-0.07122597	0.537515437
R67-3	Chesneau_G_2020	Chesneau et al 2020	PRJEB38127	IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Chesneau_G_2020			2016	France	Manual		Field	Total		Soaking		2.46	-0.153597427	0.08429032	8.103456544	0.105599435	-0.180423986	52	1.712644653	-0.237191296	-0.011429175	-0.270876377	0.04172267	0.300440797
AB1	Rezki_S_2015	unpublished		IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2015			2015	France	Manual	Abra43	Field	Total		Soaking	1000		-0.3162864	0.019202726	18.06527031	-0.12677941	-0.065633346	65	2.209013945	-0.256784526	-0.118350415	-0.166138195	0.026272827	0.366801566
AB2	Rezki_S_2015	unpublished		IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2015			2015	France	Manual	Abra43	Field	Total		Soaking	1000		-0.190241321	-0.033389245	18.19545215	-0.073786274	-0.178549121	77	2.553521828	-0.259467822	-0.073398328	-0.146199129	0.025798201	0.407469093
AB3	Rezki_S_2015	unpublished		IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2015			2015	France	Manual	Abra43	Field	Total		Soaking	1000		-0.016454888	0.100330186	8.435709747	-0.216670661	-0.058862613	44	2.270704379	0.187386443	-0.309671505	-0.050041972	0.001012238	0.41592322
AB4	Rezki_S_2015	unpublished		IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2015			2015	France	Manual	Abra43	Field	Total		Soaking	1000		0.157989165	-0.040167644	16.18602922	-0.092587197	-0.118829278	69	2.355131414	0.14768381	-0.254623292	0.089572696	0.034063289	0.385548332
AB5	Rezki_S_2015	unpublished		IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2015			2015	France	Manual	Abra43	Field	Total		Soaking	1000		-0.004432161	-0.441215268	13.85590523	-0.204304376	-0.187961791	36	1.359434894	-0.304575269	-0.170160507	-0.237079568	0.053287316	0.262950602
AB6	Rezki_S_2015	unpublished		IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2015			2015	France	Manual	Abra43	Field	Total		Soaking	1000		-0.329139843	0.092083405	36.13527206	0.001103881	0.206127966	156	2.272103389	-0.117980024	0.120414646	-0.182747885	-0.127651665	0.311870686
AB7	Rezki_S_2015	unpublished		IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2015			2015	France	Manual	Abra43	Field	Total		Soaking	1000		0.33869613	0.153010577	36.69478997	-0.068795606	0.182549064	111	2.456303473	-0.059705645	0.092877107	0.227924891	0.030293428	0.361517976
AB8	Rezki_S_2015	unpublished		IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2015			2015	France	Manual	Abra43	Field	Total		Soaking	1000		-0.31715432	0.080150309	23.62437423	-0.108961445	-0.093617374	74	1.378924318	-0.218415357	-0.02396392	-0.186509349	0.033780263	0.222068552
ABAI1	Rezki_S_2015	unpublished		IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2015			2015	France	Manual	Abra43_NB42	Field	Total		Soaking	1000		0.180008557	0.189736993	83.01670942	0.085358078	0.214537156	675	3.11583632	0.22549213	0.324973485	0.137151824	-0.025060924	0.331516256
ABAI2	Rezki_S_2015	unpublished		IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2015			2015	France	Manual	Abra43_NB42	Field	Total		Soaking	1000		0.371777163	0.057548727	41.98545572	0.038603871	0.319602974	283	5.442841574	0.079719372	0.106302621	0.339260075	-0.228886966	0.668271327
ABAI3	Rezki_S_2015	unpublished		IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2015			2015	France	Manual	Abra43_NB42	Field	Total		Soaking	1000		-0.166318867	0.173508524	22.34083386	-0.118369375	-0.011573225	48	1.515718651	-0.193705917	-0.099838258	-0.106420528	-0.025877182	0.271392807
ABAI4	Rezki_S_2015	unpublished		IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2015			2015	France	Manual	Abra43_NB42	Field	Total		Soaking	1000		0.467415815	0.184465889	20.86072169	-0.086604906	-0.116714862	54	0.972338865	0.180452093	-0.133113657	0.269730326	0.096142041	0.168958796
ABAI5	Rezki_S_2015	unpublished		IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2015			2015	France	Manual	Abra43_NB42	Field	Total		Soaking	1000		0.469689004	0.19650031	18.85830193	-0.117704303	0.164369912	100	1.72852362	0.126395651	-0.120556234	0.297827922	0.032167503	0.260168729
ABAI6	Rezki_S_2015	unpublished		IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2015			2015	France	Manual	Abra43_NB42	Field	Total		Soaking	1000		-0.190589413	0.054963932	43.56828859	0.144357097	0.109544051	250	3.608352544	-0.028660833	0.179574813	0.001793586	-0.148919293	0.452981454
ABAI7	Rezki_S_2015	unpublished		IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2015			2015	France	Manual	Abra43_NB42	Field	Total		Soaking	1000		0.394521939	-0.064004626	33.34391251	0.071193601	0.19096536	193	2.948978572	-0.104174549	0.091717721	0.140791751	-0.06684986	0.38840899
ABAI8	Rezki_S_2015	unpublished		IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2015			2015	France	Manual	Abra43_NB42	Field	Total		Soaking	1000		0.073291446	-0.402919012	21.80161846	-0.061899293	0.023109924	93	2.502521436	-0.243084259	-0.061051118	0.014243143	-0.00854897	0.382697761
AI1	Rezki_S_2015	unpublished		IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2015			2015	France	Manual	NB42	Field	Total		Soaking	1000		0.036457071	0.253449282	14.00801262	-0.14993093	-0.061112455	37	1.454488807	-0.281311288	-0.168741672	0.022963675	0.00973799	0.27920181
AI2	Rezki_S_2015	unpublished		IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2015			2015	France	Manual	NB42	Field	Total		Soaking	1000		0.126214753	0.188877507	37.98026665	0.030563423	0.21804519	187	2.955700739	-0.092238988	0.111795483	0.118474633	-0.048643423	0.391644637
AI3	Rezki_S_2015	unpublished		IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2015			2015	France	Manual	NB42	Field	Total		Soaking	1000		-0.304785987	0.050311365	24.17899194	-0.074174202	0.17763802	123	2.965984377	0.178263601	-0.017991214	-0.04251839	-0.073288709	0.42722048
AI4	Rezki_S_2015	unpublished		IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2015			2015	France	Manual	NB42	Field	Total		Soaking	1000		-0.381946863	0.093475117	10.96004179	-0.191676394	0.027483897	49	0.437790622	0.210355083	-0.232689427	-0.254864228	0.059770781	0.077972083
AI5	Rezki_S_2015	unpublished		IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2015			2015	France	Manual	NB42	Field	Total		Soaking	1000		0.278782347	0.088338546	30.35218899	0.0291604	-0.124461635	110	3.308521893	0.251706753	0.023845002	0.159591027	-0.059774103	0.487884736
AI6	Rezki_S_2015	unpublished		IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2015			2015	France	Manual	NB42	Field	Total		Soaking	1000		-0.232071151	-0.008967782	15.241134	-0.034849873	0.055242963	108	2.466075839	0.192618557	-0.114388097	0.062637223	0.000567801	0.365080224
AI7	Rezki_S_2015	unpublished		IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2015			2015	France	Manual	NB42	Field	Total		Soaking	1000		0.160344169	-0.647778776	21.80487662	-0.216170945	-0.142830165	34	1.004188635	-0.253139198	-0.125287523	-0.2536045	0.026892951	0.197384957
AI8	Rezki_S_2015	unpublished		IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2015			2015	France	Manual	NB42	Field	Total		Soaking	1000		-0.195349438	-0.001161979	24.78551939	-0.03717062	-0.080750277	103	2.686077147	-0.216065832	-0.071291878	-0.183820427	-0.035671601	0.401716434
CA1	Rezki_S_2015	unpublished		IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2015			2015	France	Manual	Control	Field	Total		Soaking	1000		-0.007864931	-0.023241097	22.28341894	-0.053726248	0.052131352	100	2.892880425	0.256178997	-0.039206772	0.004548348	-0.086757809	0.435421891
CA2	Rezki_S_2015	unpublished		IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2015			2015	France	Manual	Control	Field	Total		Soaking	1000		0.302961296	0.007167612	29.97533889	0.008320511	0.078196042	115	2.94619936	0.156605561	0.050057748	0.093830282	-0.006422072	0.430385456
CA3	Rezki_S_2015	unpublished		IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2015			2015	France	Manual	Control	Field	Total		Soaking	1000		-0.223748119	0.142511489	20.85442751	-0.186348805	-0.050973866	52	1.102595332	-0.276772287	-0.137440979	-0.164730634	0.024130286	0.193422856
CA4	Rezki_S_2015	unpublished		IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2015			2015	France	Manual	Control	Field	Total		Soaking	1000		-0.277128034	0.04254358	20.17531827	-0.079721359	-0.041487161	73	2.078507226	0.210622855	-0.107884676	-0.004008909	0.03636299	0.335794207
CA5	Rezki_S_2015	unpublished		IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2015			2015	France	Manual	Control	Field	Total		Soaking	1000		-0.374183549	0.095301234	17.043556	-0.133650386	0.130356839	88	0.73965902	0.19268272	-0.185637201	-0.237976421	0.050318725	0.114508375
CA6	Rezki_S_2015	unpublished		IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2015			2015	France	Manual	Control	Field	Total		Soaking	1000		-0.212333428	-0.054166609	16.54350038	-0.227609424	0.057881041	70	1.476350473	0.217349371	-0.196551515	0.056478676	0.090499862	0.24086838
CA7	Rezki_S_2015	unpublished		IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2015			2015	France	Manual	Control	Field	Total		Soaking	1000		0.063958028	-0.233771398	13.48130088	-0.301574041	0.025874698	43	0.360139428	0.227987887	-0.230560395	0.237310766	0.200311164	0.066369675
CA8	Rezki_S_2015	unpublished		IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2015			2015	France	Manual	Control	Field	Total		Soaking	1000		0.461098285	0.183685314	27.64584002	-0.100053685	0.12240097	101	1.486292377	0.179140618	0.01219126	0.28379471	0.08447988	0.22322697
IAB1	Rezki_S_2015	unpublished		IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2015			2015	France	Mechanical	Abra43	Field	Total		Soaking	1000		0.324501789	0.136825178	24.72524512	0.159111216	-0.002983317	158	2.567477526	0.240550191	0.067445798	0.128091609	0.033005825	0.35152719
IAB2	Rezki_S_2015	unpublished		IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2015			2015	France	Mechanical	Abra43	Field	Total		Soaking	1000		0.095612428	0.131362541	39.49816685	0.216935881	0.079467235	276	3.132799518	-0.084559601	0.257155152	0.019482941	-0.013006799	0.386358768
IAB3	Rezki_S_2015	unpublished		IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2015			2015	France	Mechanical	Abra43	Field	Total		Soaking	1000		-0.030096589	-0.078606233	20.81228255	0.202526835	-0.062686067	191	3.273230309	0.186965452	-0.005226379	-0.036929283	-0.041558345	0.431971106
IAB4	Rezki_S_2015	unpublished		IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2015			2015	France	Mechanical	Abra43	Field	Total		Soaking	1000		-0.060653366	0.008623473	39.00274422	0.232193092	-0.084114914	241	2.935750988	-0.097738222	0.224391785	-0.025958249	-0.004657921	0.371008726
IABAI1	Rezki_S_2015	unpublished		IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2015			2015	France	Mechanical	Abra43_NB42	Field	Total		Soaking	1000		-0.235874033	0.027058824	26.43536133	0.163578621	-0.187362735	157	2.957062803	-0.176306497	0.034148451	-0.113625319	0.001432926	0.405375811
IABAI2	Rezki_S_2015	unpublished		IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2015			2015	France	Mechanical	Abra43_NB42	Field	Total		Soaking	1000		-0.060543184	-0.139598359	29.27244631	0.175238999	-0.09761043	168	2.791973752	-0.145926216	0.089092285	-0.102778004	-0.002059025	0.377685858
IABAI3	Rezki_S_2015	unpublished		IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2015			2015	France	Mechanical	Abra43_NB42	Field	Total		Soaking	1000		-0.125204336	-0.093661689	21.24468442	0.073404523	-0.20990011	103	2.50902796	-0.216652366	-0.024222668	-0.118485371	0.002942232	0.375237832
IABAI4	Rezki_S_2015	unpublished		IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2015			2015	France	Mechanical	Abra43_NB42	Field	Total		Soaking	1000		-0.096815646	0.044404798	21.92437371	0.091773828	-0.195758636	116	2.213565743	-0.225257628	-0.007666845	-0.101447554	-0.00367822	0.322772219
IAI1	Rezki_S_2015	unpublished		IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2015			2015	France	Mechanical	NB42	Field	Total		Soaking	1000		-0.026648364	0.206932125	23.37873771	0.073052976	-0.12031432	120	2.022296877	-0.192230008	0.04562028	0.002125469	0.00441554	0.292794109
IAI2	Rezki_S_2015	unpublished		IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2015			2015	France	Mechanical	NB42	Field	Total		Soaking	1000		-0.205884049	0.029757305	52.8933246	0.203364587	0.035332294	275	3.198539184	-0.002643872	0.310721271	-0.079198165	0.005062801	0.394721163
IAI3	Rezki_S_2015	unpublished		IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2015			2015	France	Mechanical	NB42	Field	Total		Soaking	1000		0.145516752	-0.449286635	30.5539406	0.17063377	-0.069132699	165	2.414205276	-0.137063443	0.096211192	-0.169865021	-0.020616355	0.327735498
IAI4	Rezki_S_2015	unpublished		IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2015			2015	France	Mechanical	NB42	Field	Total		Soaking	1000		0.221158775	0.000657246	19.35286823	0.168640734	-0.131887348	153	3.355607678	0.183390751	-0.074403439	0.129552474	-0.004520307	0.462371276
ICA1	Rezki_S_2015	unpublished		IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2015			2015	France	Mechanical	Control	Field	Total		Soaking	1000		0.035847594	-0.191396283	56.96092025	0.227179548	0.082782963	348	3.378326162	0.014029662	0.356892276	-0.05498975	-0.005771682	0.400136062
ICA2	Rezki_S_2015	unpublished		IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2015			2015	France	Mechanical	Control	Field	Total		Soaking	1000		0.093666495	-0.037677166	61.25137426	0.212463821	0.034464003	319	3.005642212	0.24894153	0.310228708	0.064022107	0.046403449	0.361367453
ICA3	Rezki_S_2015	unpublished		IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2015			2015	France	Mechanical	Control	Field	Total		Soaking	1000		0.020339437	-0.164621735	35.20944637	0.1918083	-0.03313349	220	3.515148134	0.257505461	0.175189149	0.136612002	0.021734712	0.451739575
ICA4	Rezki_S_2015	unpublished		IRHS	gyrB	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2015			2015	France	Mechanical	Control	Field	Total		Soaking	1000		-0.238100155	0.072847421	25.13660954	0.092552164	-0.059862681	124	2.189930498	-0.167564905	0.023071682	-0.017875304	0.007334208	0.314907777
gyrB-AP-NIC-D-1000	Lecorff_J_2018	unpublished		IRHS	gyrB	Alliaria petiolata	Brassicaceae	Alliaria petiolata	Unknown	Seed		Illumina MiSeq	PAIRED	Alliaria petiolata--Lecorff_J_2018			2018	NA	Manual		Field	Surface-disinfected		Soaking	1000		0.206370281	-0.471080611	6.020112649	0.125638749	-0.08436466	23	1.667773489	0.078705694	-0.112338037	-0.59460179	-0.047567314	0.368685895
gyrB-AP-NIC-ND-1000	Lecorff_J_2018	unpublished		IRHS	gyrB	Alliaria petiolata	Brassicaceae	Alliaria petiolata	Unknown	Seed		Illumina MiSeq	PAIRED	Alliaria petiolata--Lecorff_J_2018			2018	NA	Manual		Field	Total		Soaking	1000		0.259022095	-0.398116978	8.812975247	0.33159189	-0.252841864	141	4.861877596	0.314888198	0.150232972	-0.428035441	0.141229469	0.680978027
gyrB-AP-PIG-D-1000	Lecorff_J_2018	unpublished		IRHS	gyrB	Alliaria petiolata	Brassicaceae	Alliaria petiolata	Unknown	Seed		Illumina MiSeq	PAIRED	Alliaria petiolata--Lecorff_J_2018			2018	NA	Manual		Field	Surface-disinfected		Soaking	1000		-0.003999969	-0.235406774	4.958036788	-0.087063909	-0.00553853	13	2.646772782	0.072944796	-0.100573293	-0.196260485	0.250018688	0.715258992
gyrB-AP-PIG-ND-966	Lecorff_J_2018	unpublished		IRHS	gyrB	Alliaria petiolata	Brassicaceae	Alliaria petiolata	Unknown	Seed		Illumina MiSeq	PAIRED	Alliaria petiolata--Lecorff_J_2018			2018	NA	Manual		Field	Total		Soaking	1000		0.075070786	-0.355163334	9.530134777	0.112448838	-0.146314324	58	4.065024403	0.069048565	0.028227002	-0.397739996	0.136619476	0.693929258
gyrB-AP-VEL2-ND-1000	Lecorff_J_2018	unpublished		IRHS	gyrB	Alliaria petiolata	Brassicaceae	Alliaria petiolata	Unknown	Seed		Illumina MiSeq	PAIRED	Alliaria petiolata--Lecorff_J_2018			2018	NA	Manual		Field	Total		Soaking	1000		-0.087859643	-0.108047465	12.47112796	-0.187738854	-0.172134165	25	1.605655968	-0.25959383	0.359498521	0.062750876	0.330156911	0.345759193
gyrB-AP-Veluwe-D-1000	Lecorff_J_2018	unpublished		IRHS	gyrB	Alliaria petiolata	Brassicaceae	Alliaria petiolata	Unknown	Seed		Illumina MiSeq	PAIRED	Alliaria petiolata--Lecorff_J_2018			2018	NA	Manual		Field	Surface-disinfected		Soaking	1000		-0.173138823	-0.06276588	5.190583308	0.004616881	0.225145211	15	3.211238471	0.061576001	-0.119127776	0.216247077	0.03192666	0.821942256
gyrB-AP-Veluwe-ND-1000	Lecorff_J_2018	unpublished		IRHS	gyrB	Alliaria petiolata	Brassicaceae	Alliaria petiolata	Unknown	Seed		Illumina MiSeq	PAIRED	Alliaria petiolata--Lecorff_J_2018			2018	NA	Manual		Field	Total		Soaking	1000		0.456553844	0.013062065	7.271355114	0.090676432	-0.064462015	29	2.515507777	0.03281205	0.027939086	-0.627146655	-0.054444078	0.517809308
gyrB-AT-ARN-D-1000	Lecorff_J_2018	unpublished		IRHS	gyrB	Arabidopsis thaliana	Brassicaceae	Arabidopsis thaliana	Unknown	Seed		Illumina MiSeq	PAIRED	Arabidopsis thaliana--Lecorff_J_2018			2018	NA	Manual		Field	Surface-disinfected		Soaking	1000		0.131192219	0.173559771	7.180992882	-0.057839485	0.276821085	21	2.895154479	-0.016912486	-0.093433172	-0.171512584	-0.015640758	0.65914054
