SampleID	Feature Count	Study_ID	Publication	study_accession	Study_Origin	Gene	Plant_species	Family	Plant	Genotype	Habitat	Condition	instrument_model	library_layout	PlantbyStudy	sample_title	Year	Country	Harvest	Inoculation	Site	Seed_fraction	Microbe_collection	Seed_number	Seed_mass_g	bray1	bray2	pielou_e	jaccard1	jaccard2	observed_otus	shannon
SRR10322908	9601	Dai_Y_2020	Dai et al 2020	PRJNA578890	Chengdu Institute of Biology	ITS2	Elymus sibiricus	Poaceae	Siberian wildrye	Unknown	Seed		Illumina HiSeq 2000	SINGLE	Siberian wildrye--Dai_Y_2020		2017	China	Mechanical	None	Field	Surface-disinfected	Grinding		0.15	-0.081746648	-0.154009087	0.49725347	0.304186192	0.106033684	15	1.942714907
SRR10322909	9601	Dai_Y_2020	Dai et al 2020	PRJNA578890	Chengdu Institute of Biology	ITS2	Avena sativa	Poaceae	Oat	Unknown	Seed		Illumina HiSeq 2000	SINGLE	Oat--Dai_Y_2020		2017	China	Mechanical	None	Field	Surface-disinfected	Grinding		0.15	-0.079955285	0.050826516	0.388825547	-0.073055561	-0.131382739	12	1.393925006
SRR10322910	9601	Dai_Y_2020	Dai et al 2020	PRJNA578890	Chengdu Institute of Biology	ITS2	Avena sativa	Poaceae	Oat	Unknown	Seed		Illumina HiSeq 2000	SINGLE	Oat--Dai_Y_2020		2017	China	Mechanical	None	Field	Surface-disinfected	Grinding		0.15	-0.085028689	0.057076244	0.446396098	-0.086785564	-0.024713726	9	1.415042153
SRR10322911	9601	Dai_Y_2020	Dai et al 2020	PRJNA578890	Chengdu Institute of Biology	ITS2	Avena sativa	Poaceae	Oat	Unknown	Seed		Illumina HiSeq 2000	SINGLE	Oat--Dai_Y_2020		2017	China	Mechanical	None	Field	Surface-disinfected	Grinding		0.15	-0.078396926	0.049497264	0.400808893	-0.052578525	-0.111160402	10	1.331458322
SRR10322912	9601	Dai_Y_2020	Dai et al 2020	PRJNA578890	Chengdu Institute of Biology	ITS2	Medicago sativa	Fabaceae	Alfalfa	Unknown	Seed		Illumina HiSeq 2000	SINGLE	Alfalfa--Dai_Y_2020		2017	USA	Mechanical	None	Field	Surface-disinfected	Grinding		0.15	-0.094323562	0.041166025	0.415912456	0.210237497	0.063360729	12	1.49103056
SRR10322913	9601	Dai_Y_2020	Dai et al 2020	PRJNA578890	Chengdu Institute of Biology	ITS2	Medicago sativa	Fabaceae	Alfalfa	Unknown	Seed		Illumina HiSeq 2000	SINGLE	Alfalfa--Dai_Y_2020		2017	USA	Mechanical	None	Field	Surface-disinfected	Grinding		0.15	-0.082175145	0.046175733	0.417183375	0.11882831	-0.002757126	13	1.543761931
SRR10322914	9601	Dai_Y_2020	Dai et al 2020	PRJNA578890	Chengdu Institute of Biology	ITS2	Vicia villosa	Fabaceae	Hairy vetch	Unknown	Seed		Illumina HiSeq 2000	SINGLE	Hairy vetch--Dai_Y_2020		2017	China	Mechanical	None	Field	Surface-disinfected	Grinding		0.15	-0.083589319	0.05253921	0.477930112	-0.293406008	0.18972908	12	1.71336153
SRR10322915	9601	Dai_Y_2020	Dai et al 2020	PRJNA578890	Chengdu Institute of Biology	ITS2	Vicia villosa	Fabaceae	Hairy vetch	Unknown	Seed		Illumina HiSeq 2000	SINGLE	Hairy vetch--Dai_Y_2020		2017	China	Mechanical	None	Field	Surface-disinfected	Grinding		0.15	-0.086032585	0.055131907	0.452809022	-0.221085779	0.211440746	13	1.675592488
SRR9111028	22274	Doherty_J_2020	Doherty et al  2020	PRJNA544089	University of Maryland	ITS2	Agrostis stolonifera L	Poaceae	Creeping Bentgrass	genotype 007	Seed		Illumina MiSeq	PAIRED	Creeping Bentgrass--Doherty_J_2020	SD3	2019	USA	Manual	None	Lab	Total	Soaking			0.124023689	-0.014212206	0.626061744	0.277566926	0.069009347	100	4.159464194
SRR9111029	22274	Doherty_J_2020	Doherty et al  2020	PRJNA544089	University of Maryland	ITS2	Agrostis stolonifera L	Poaceae	Creeping Bentgrass	genotype 007	Seed		Illumina MiSeq	PAIRED	Creeping Bentgrass--Doherty_J_2020	SD2	2019	USA	Manual	None	Lab	Total	Soaking			-0.145152115	-0.076910587	0.582666969	-0.15392295	-0.082917549	92	3.80106407
SRR9111030	22274	Doherty_J_2020	Doherty et al  2020	PRJNA544089	University of Maryland	ITS2	Agrostis stolonifera L	Poaceae	Creeping Bentgrass	genotype 007	Seed		Illumina MiSeq	PAIRED	Creeping Bentgrass--Doherty_J_2020	SD1	2019	USA	Manual	None	Lab	Total	Soaking			-0.076748123	0.112285358	0.543632267	-0.190941295	0.309587057	81	3.446547029
SRR9111038	22274	Doherty_J_2020	Doherty et al  2020	PRJNA544089	University of Maryland	ITS2	Agrostis stolonifera L	Poaceae	Creeping Bentgrass	genotype 007	Seed		Illumina MiSeq	PAIRED	Creeping Bentgrass--Doherty_J_2020	SD8	2019	USA	Manual	None	Lab	Total	Soaking			0.189249385	-0.007471653	0.630932907	0.288748408	0.05342433	90	4.095923745
SRR9111039	22274	Doherty_J_2020	Doherty et al  2020	PRJNA544089	University of Maryland	ITS2	Agrostis stolonifera L	Poaceae	Creeping Bentgrass	genotype 007	Seed		Illumina MiSeq	PAIRED	Creeping Bentgrass--Doherty_J_2020	SD7	2019	USA	Manual	None	Lab	Total	Soaking			0.158443634	-0.022958806	0.615941629	0.291234244	-0.048503723	95	4.046647568
SRR9111040	22274	Doherty_J_2020	Doherty et al  2020	PRJNA544089	University of Maryland	ITS2	Agrostis stolonifera L	Poaceae	Creeping Bentgrass	genotype 007	Seed		Illumina MiSeq	PAIRED	Creeping Bentgrass--Doherty_J_2020	SD6	2019	USA	Manual	None	Lab	Total	Soaking			-0.15163676	-0.096866695	0.624902173	-0.173779829	-0.460132746	74	3.880300904
SRR9111041	22274	Doherty_J_2020	Doherty et al  2020	PRJNA544089	University of Maryland	ITS2	Agrostis stolonifera L	Poaceae	Creeping Bentgrass	genotype 007	Seed		Illumina MiSeq	PAIRED	Creeping Bentgrass--Doherty_J_2020	SD5	2019	USA	Manual	None	Lab	Total	Soaking			-0.09817971	0.106134589	0.56685274	-0.338905504	0.159533284	47	3.148633912
ITS-AP-NIC-D-1000	1126	Lecorff_J_2018	unpublished	None	IRHS	ITS1	Alliaria petiolata	Brassicaceae	Alliaria petiolata	Unknown	Seed	AP	Illumina MiSeq	PAIRED	Alliaria petiolata--Lecorff_J_2018	NIC	2018	France	Manual	None	Field	Surface-disinfected	Soaking	1000		-0.096008441	0.045678892	0.686918808	0.187148963	0.235638878	8	2.060756423
ITS-AP-NIC-ND-1000	1126	Lecorff_J_2018	unpublished	None	IRHS	ITS1	Alliaria petiolata	Brassicaceae	Alliaria petiolata	Unknown	Seed	AP	Illumina MiSeq	PAIRED	Alliaria petiolata--Lecorff_J_2018	NIC	2018	France	Manual	None	Field	Total	Soaking	1000		-0.001481356	-0.424417207	0.730501865	-0.305222833	-0.07946837	62	4.349551507
ITS-AP-PIG-D-1000	1126	Lecorff_J_2018	unpublished	None	IRHS	ITS1	Alliaria petiolata	Brassicaceae	Alliaria petiolata	Unknown	Seed	AP	Illumina MiSeq	PAIRED	Alliaria petiolata--Lecorff_J_2018	PIG	2018	France	Manual	None	Field	Surface-disinfected	Soaking	1000		-0.122886272	-0.216356848	0.837495165	-0.016864369	0.16131449	14	3.188641339
ITS-AP-PIG-ND-966	1126	Lecorff_J_2018	unpublished	None	IRHS	ITS1	Alliaria petiolata	Brassicaceae	Alliaria petiolata	Unknown	Seed	AP	Illumina MiSeq	PAIRED	Alliaria petiolata--Lecorff_J_2018	PIG	2018	France	Manual	None	Field	Total	Soaking	1000		0.095902401	-0.453033458	0.722019844	-0.398350017	-0.079510215	49	4.053931924
ITS-AP-VEL2-D-1000	1126	Lecorff_J_2018	unpublished	None	IRHS	ITS1	Alliaria petiolata	Brassicaceae	Alliaria petiolata	Unknown	Seed	AP	Illumina MiSeq	PAIRED	Alliaria petiolata--Lecorff_J_2018	VEL2	2018	Netherlands	Manual	None	Field	Surface-disinfected	Soaking	1000		0.05263005	-0.002286764	0.714454491	0.094643962	0.224391456	11	2.471606456
ITS-AP-VEL2-ND-1000	1126	Lecorff_J_2018	unpublished	None	IRHS	ITS1	Alliaria petiolata	Brassicaceae	Alliaria petiolata	Unknown	Seed	AP	Illumina MiSeq	PAIRED	Alliaria petiolata--Lecorff_J_2018	VEL2	2018	Netherlands	Manual	None	Field	Total	Soaking	1000		-0.020148118	-0.449692397	0.613291662	-0.374670576	-0.022350191	37	3.194914312
ITS-AP-Veluwe-D-1000	1126	Lecorff_J_2018	unpublished	None	IRHS	ITS1	Alliaria petiolata	Brassicaceae	Alliaria petiolata	Unknown	Seed	AP	Illumina MiSeq	PAIRED	Alliaria petiolata--Lecorff_J_2018	Veluwe	2018	Netherlands	Manual	None	Field	Surface-disinfected	Soaking	1000		0.394289281	0.175573711	0.646042793	0.139550193	0.290721543	6	1.669996395
ITS-AP-Veluwe-ND-1000	1126	Lecorff_J_2018	unpublished	None	IRHS	ITS1	Alliaria petiolata	Brassicaceae	Alliaria petiolata	Unknown	Seed	AP	Illumina MiSeq	PAIRED	Alliaria petiolata--Lecorff_J_2018	Veluwe	2018	Netherlands	Manual	None	Field	Total	Soaking	1000		0.395035017	0.160930075	0.450454618	-0.103268181	0.064100129	24	2.065317532
ITS-AT-ARN-D-1000	1126	Lecorff_J_2018	unpublished	None	IRHS	ITS1	Arabidopsis thaliana	Brassicaceae	Arabidopsis thaliana	Unknown	Seed	AT	Illumina MiSeq	PAIRED	Arabidopsis thaliana--Lecorff_J_2018	ARN	2018	Netherlands	Manual	None	Field	Surface-disinfected	Soaking	1000		0.114457989	-0.337089084	0.810563405	-0.284692727	0.098167738	21	3.560251766
ITS-AT-ARN-ND-1000	1126	Lecorff_J_2018	unpublished	None	IRHS	ITS1	Arabidopsis thaliana	Brassicaceae	Arabidopsis thaliana	Unknown	Seed	AT	Illumina MiSeq	PAIRED	Arabidopsis thaliana--Lecorff_J_2018	ARN	2018	Netherlands	Manual	None	Field	Total	Soaking	1000		-0.158691516	0.081427567	0.844378301	0.136913553	-0.120877308	6	2.182686246
ITS-AT-BOU-D-1000	1126	Lecorff_J_2018	unpublished	None	IRHS	ITS1	Arabidopsis thaliana	Brassicaceae	Arabidopsis thaliana	Unknown	Seed	AT	Illumina MiSeq	PAIRED	Arabidopsis thaliana--Lecorff_J_2018	BOU	2018	France	Manual	None	Field	Surface-disinfected	Soaking	1000		-0.2633682	0.178586515	0.636395722	0.25855414	-0.164934133	4	1.272791444
ITS-AT-BOU-ND-1000	1126	Lecorff_J_2018	unpublished	None	IRHS	ITS1	Arabidopsis thaliana	Brassicaceae	Arabidopsis thaliana	Unknown	Seed	AT	Illumina MiSeq	PAIRED	Arabidopsis thaliana--Lecorff_J_2018	BOU	2018	France	Manual	None	Field	Total	Soaking	1000		-0.320908827	0.058258656	0.670113855	0.14795715	-0.154894905	9	2.124210662
ITS-AT-DOM-D-1000	1126	Lecorff_J_2018	unpublished	None	IRHS	ITS1	Arabidopsis thaliana	Brassicaceae	Arabidopsis thaliana	Unknown	Seed	AT	Illumina MiSeq	PAIRED	Arabidopsis thaliana--Lecorff_J_2018	DOM	2018	France	Manual	None	Field	Surface-disinfected	Soaking	1000		-0.232483243	0.081119544	0.791443485	0.19042555	-0.114216012	12	2.837295217
ITS-AT-DOM-ND-1000	1126	Lecorff_J_2018	unpublished	None	IRHS	ITS1	Arabidopsis thaliana	Brassicaceae	Arabidopsis thaliana	Unknown	Seed	AT	Illumina MiSeq	PAIRED	Arabidopsis thaliana--Lecorff_J_2018	DOM	2018	France	Manual	None	Field	Total	Soaking	1000		-0.235741517	0.075514813	0.673562316	0.177314794	-0.179135382	8	2.020686948
ITS-AT-LM-D-1000	1126	Lecorff_J_2018	unpublished	None	IRHS	ITS1	Arabidopsis thaliana	Brassicaceae	Arabidopsis thaliana	Unknown	Seed	AT	Illumina MiSeq	PAIRED	Arabidopsis thaliana--Lecorff_J_2018	LM	2018	France	Manual	None	Field	Surface-disinfected	Soaking	1000		-0.227754881	0.138304242	0	0.181800853	-0.157561949	1	0
ITS-AT-LM-ND-1000	1126	Lecorff_J_2018	unpublished	None	IRHS	ITS1	Arabidopsis thaliana	Brassicaceae	Arabidopsis thaliana	Unknown	Seed	AT	Illumina MiSeq	PAIRED	Arabidopsis thaliana--Lecorff_J_2018	LM	2018	France	Manual	None	Field	Total	Soaking	1000		-0.226450827	-0.297713409	0.714725535	0.012801836	-0.180539649	17	2.921414067
ITS-BI-JUI-D-1000	1126	Lecorff_J_2018	unpublished	None	IRHS	ITS1	Berteroa incana	Brassicaceae	Berteroa incana	Unknown	Seed	BI	Illumina MiSeq	PAIRED	Berteroa incana--Lecorff_J_2018	JUI	2018	France	Manual	None	Field	Surface-disinfected	Soaking	1000		0.394068691	0.287414663	0.14496165	0.152568044	0.20477495	8	0.434884951
ITS-BI-JUI-ND-977	1126	Lecorff_J_2018	unpublished	None	IRHS	ITS1	Berteroa incana	Brassicaceae	Berteroa incana	Unknown	Seed	BI	Illumina MiSeq	PAIRED	Berteroa incana--Lecorff_J_2018	JUI	2018	France	Manual	None	Field	Total	Soaking	1000		0.401063843	0.273068371	0.052905831	-0.048708981	0.268290088	8	0.158717493
ITS-BN-BOU5-D	1126	Lecorff_J_2018	unpublished	None	IRHS	ITS1	Brassica nigra	Brassicaceae	Brassica nigra	Unknown	Seed	BN	Illumina MiSeq	PAIRED	Brassica nigra--Lecorff_J_2018	BOU5	2018	France	Manual	None	Field	Surface-disinfected	Soaking	1000		-0.294133149	0.119613828	0.827277628	0.183303727	-0.204295534	6	2.138481647
ITS-BN-BOU5-ND	1126	Lecorff_J_2018	unpublished	None	IRHS	ITS1	Brassica nigra	Brassicaceae	Brassica nigra	Unknown	Seed	BN	Illumina MiSeq	PAIRED	Brassica nigra--Lecorff_J_2018	BOU5	2018	France	Manual	None	Field	Total	Soaking	1000		0.359024842	-0.199186259	0.62430497	-0.392103807	0.036515156	30	3.063396188
ITS-BV-JUI-D-1000	1126	Lecorff_J_2018	unpublished	None	IRHS	ITS1	Barbarea vulgaris 	Brassicaceae	Barbarea vulgaris 	Unknown	Seed	BV	Illumina MiSeq	PAIRED	Barbarea vulgaris --Lecorff_J_2018	JUI	2018	France	Manual	None	Field	Surface-disinfected	Soaking	1000		0.213015547	0.036249827	0.623890419	0.125873741	0.182534353	8	1.871671257
ITS-BV-JUI-ND-1000	1126	Lecorff_J_2018	unpublished	None	IRHS	ITS1	Barbarea vulgaris 	Brassicaceae	Barbarea vulgaris 	Unknown	Seed	BV	Illumina MiSeq	PAIRED	Barbarea vulgaris --Lecorff_J_2018	JUI	2018	France	Manual	None	Field	Total	Soaking	1000		0.432787218	0.027302815	0.432734002	-0.338049551	-0.023867412	40	2.302979245
ITS-CB-ARN-D-1000	1126	Lecorff_J_2018	unpublished	None	IRHS	ITS1	Capsella bursa-pastoris	Brassicaceae	Capsella bursa-pastoris	Unknown	Seed	CB	Illumina MiSeq	PAIRED	Capsella bursa-pastoris--Lecorff_J_2018	ARN	2018	Netherlands	Manual	None	Field	Surface-disinfected	Soaking	1000		-0.270140845	0.160515083	0.692080352	0.221320533	-0.172338936	8	2.076241057
ITS-CB-ARN-ND-1000	1126	Lecorff_J_2018	unpublished	None	IRHS	ITS1	Capsella bursa-pastoris	Brassicaceae	Capsella bursa-pastoris	Unknown	Seed	CB	Illumina MiSeq	PAIRED	Capsella bursa-pastoris--Lecorff_J_2018	ARN	2018	Netherlands	Manual	None	Field	Total	Soaking	1000		-0.230701965	0.131761551	0.771798567	0.176816459	-0.155941805	2	0.771798567
ITS-CB-BOU-D-1000	1126	Lecorff_J_2018	unpublished	None	IRHS	ITS1	Capsella bursa-pastoris	Brassicaceae	Capsella bursa-pastoris	Unknown	Seed	CB	Illumina MiSeq	PAIRED	Capsella bursa-pastoris--Lecorff_J_2018	BOU	2018	France	Manual	None	Field	Surface-disinfected	Soaking	1000		-0.306333878	0.118702752	0.790827137	0.17367594	-0.180718822	8	2.37248141
ITS-CB-BOU-ND-1000	1126	Lecorff_J_2018	unpublished	None	IRHS	ITS1	Capsella bursa-pastoris	Brassicaceae	Capsella bursa-pastoris	Unknown	Seed	CB	Illumina MiSeq	PAIRED	Capsella bursa-pastoris--Lecorff_J_2018	BOU	2018	France	Manual	None	Field	Total	Soaking	1000		-0.253197753	-0.210658825	0.79314588	-0.047186986	-0.14295247	31	3.929400391
ITS-CH-ARN-D-1000	1126	Lecorff_J_2018	unpublished	None	IRHS	ITS1	Cardamine hirsuta	Brassicaceae	Cardamine hirsuta	Unknown	Seed	CH	Illumina MiSeq	PAIRED	Cardamine hirsuta--Lecorff_J_2018	ARN	2018	Netherlands	Manual	None	Field	Surface-disinfected	Soaking	1000		-0.0689572	-0.098085311	0.835314195	-0.102755249	0.014868514	32	4.176570977
ITS-CH-ARN-ND-965	1126	Lecorff_J_2018	unpublished	None	IRHS	ITS1	Cardamine hirsuta	Brassicaceae	Cardamine hirsuta	Unknown	Seed	CH	Illumina MiSeq	PAIRED	Cardamine hirsuta--Lecorff_J_2018	ARN	2018	Netherlands	Manual	None	Field	Total	Soaking	1000		-0.158442154	-0.023382949	0.841637635	-0.128937953	-0.054894653	34	4.281800192
ITS-CH-BOU2-ND-1000	1126	Lecorff_J_2018	unpublished	None	IRHS	ITS1	Cardamine hirsuta	Brassicaceae	Cardamine hirsuta	Unknown	Seed	CH	Illumina MiSeq	PAIRED	Cardamine hirsuta--Lecorff_J_2018	BOU2	2018	France	Manual	None	Field	Total	Soaking	1000		0.056437268	0.143766866	0.872475346	0.13447559	0.248029367	5	2.025825017
ITS-CH-DOM-ND-1000	1126	Lecorff_J_2018	unpublished	None	IRHS	ITS1	Cardamine hirsuta	Brassicaceae	Cardamine hirsuta	Unknown	Seed	CH	Illumina MiSeq	PAIRED	Cardamine hirsuta--Lecorff_J_2018	DOM	2018	France	Manual	None	Field	Total	Soaking	1000		-0.293631286	0.179872872	0.010283344	0.23007534	0.297229573	2	0.010283344
ITS-EV-ARN-D-1000	1126	Lecorff_J_2018	unpublished	None	IRHS	ITS1	Erophila verna 	Brassicaceae	Erophila verna 	Unknown	Seed	EV	Illumina MiSeq	PAIRED	Erophila verna --Lecorff_J_2018	ARN	2018	Netherlands	Manual	None	Field	Surface-disinfected	Soaking	1000		0.35162936	0.263598691	0.654849583	0.26806649	0.192695069	4	1.309699166
ITS-EV-ARN-ND-1000	1126	Lecorff_J_2018	unpublished	None	IRHS	ITS1	Erophila verna 	Brassicaceae	Erophila verna 	Unknown	Seed	EV	Illumina MiSeq	PAIRED	Erophila verna --Lecorff_J_2018	ARN	2018	Netherlands	Manual	None	Field	Total	Soaking	1000		-0.317680077	0.210720872	0.873004578	0.263124129	-0.066472661	3	1.383679519
ITS-EV-BOU-D-1000	1126	Lecorff_J_2018	unpublished	None	IRHS	ITS1	Erophila verna 	Brassicaceae	Erophila verna 	Unknown	Seed	EV	Illumina MiSeq	PAIRED	Erophila verna --Lecorff_J_2018	BOU	2018	France	Manual	None	Field	Surface-disinfected	Soaking	1000		0.156001296	0.115655114	0.741698029	0.038384371	-0.021215606	21	3.257773174
ITS-EV-BOU-ND-1000	1126	Lecorff_J_2018	unpublished	None	IRHS	ITS1	Erophila verna 	Brassicaceae	Erophila verna 	Unknown	Seed	EV	Illumina MiSeq	PAIRED	Erophila verna --Lecorff_J_2018	BOU	2018	France	Manual	None	Field	Total	Soaking	1000		-0.305628808	0.068129665	0.449813816	0.10167849	0.004660785	19	1.910776485
ITS-RS-C-D-1000	1126	Lecorff_J_2018	unpublished	None	IRHS	ITS1	Raphanus sativus	Brassicaceae	Radish	Unknown	Seed	RS	Illumina MiSeq	PAIRED	Radish--Lecorff_J_2018	C	2018	France	Manual	None	Field	Surface-disinfected	Soaking	1000		0.324045457	0.080939775	0.417846025	-0.037961899	0.090415071	19	1.774979626
ITS-RS-C-ND-1000	1126	Lecorff_J_2018	unpublished	None	IRHS	ITS1	Raphanus sativus	Brassicaceae	Radish	Unknown	Seed	RS	Illumina MiSeq	PAIRED	Radish--Lecorff_J_2018	C	2018	France	Manual	None	Field	Total	Soaking	1000		0.386776273	-0.158780351	0.551707136	-0.364119172	-0.079252692	53	3.160134592
ITS-RS-PON-D-1000	1126	Lecorff_J_2018	unpublished	None	IRHS	ITS1	Rorripa sylvestris	Brassicaceae	Rorripa sylvestris	Unknown	Seed	RS	Illumina MiSeq	PAIRED	Rorripa sylvestris--Lecorff_J_2018	PON	2018	France	Manual	None	Field	Surface-disinfected	Soaking	1000		-0.262982805	-0.091013058	0.85369632	0.019955302	-0.128589697	14	3.250324886
ITS-RS-PON-ND-1000	1126	Lecorff_J_2018	unpublished	None	IRHS	ITS1	Rorripa sylvestris	Brassicaceae	Rorripa sylvestris	Unknown	Seed	RS	Illumina MiSeq	PAIRED	Rorripa sylvestris--Lecorff_J_2018	PON	2018	France	Manual	None	Field	Total	Soaking	1000		0.426561898	0.097305181	0.481046674	-0.133533889	-0.002861686	35	2.467424537
ITS-SA-ANG-D-1000	1126	Lecorff_J_2018	unpublished	None	IRHS	ITS1	Sinapis arvensis	Brassicaceae	Sinapis arvensis	Unknown	Seed	SA	Illumina MiSeq	PAIRED	Sinapis arvensis--Lecorff_J_2018	ANG	2018	France	Manual	None	Field	Surface-disinfected	Soaking	1000		-0.230701965	0.131761551	0.270559915	0.176816459	-0.155941805	3	0.42882732
ITS-SA-ANG-ND-704	1126	Lecorff_J_2018	unpublished	None	IRHS	ITS1	Sinapis arvensis	Brassicaceae	Sinapis arvensis	Unknown	Seed	SA	Illumina MiSeq	PAIRED	Sinapis arvensis--Lecorff_J_2018	ANG	2018	France	Manual	None	Field	Total	Soaking	1000		0.129394283	-0.381659668	0.689139402	-0.358649403	0.034297807	35	3.534791031
ITS-SA-LM-ND-1000	1126	Lecorff_J_2018	unpublished	None	IRHS	ITS1	Sinapis arvensis	Brassicaceae	Sinapis arvensis	Unknown	Seed	SA	Illumina MiSeq	PAIRED	Sinapis arvensis--Lecorff_J_2018	LM	2018	France	Manual	None	Field	Total	Soaking	1000		0.215334366	-0.098417903	0.513837154	-0.358170018	-0.005813075	23	2.324374202
SRR10450124	5956	Huet_S_2020	Huet et al 2020	PRJNA589539	University of Nantes	ITS1	Phelipanche ramosa	Orobanchaceae	Phelipanche ramosa	Unknown	Seed	France: Saint Ouenne	Illumina MiSeq	PAIRED	Phelipanche ramosa--Huet_S_2020	Seed-P2S2	2017	France	Manual	None	Field	Total	Soaking		0.4	-0.263163181	-0.183722155	0.843894335	-0.200626284	-0.023811926	121	5.838789491
SRR10450126	5956	Huet_S_2020	Huet et al 2020	PRJNA589539	University of Nantes	ITS1	Phelipanche ramosa	Orobanchaceae	Phelipanche ramosa	Unknown	Seed	France: Saint Ouenne	Illumina MiSeq	PAIRED	Phelipanche ramosa--Huet_S_2020	Seed-P2S2	2017	France	Manual	None	Field	Total	Soaking		0.4	-0.458467089	-0.061738813	0.675022377	-0.294888184	-0.069073989	126	4.709820078
SRR10450128	5956	Huet_S_2020	Huet et al 2020	PRJNA589539	University of Nantes	ITS1	Phelipanche ramosa	Orobanchaceae	Phelipanche ramosa	Unknown	Seed	France: Saint Ouenne	Illumina MiSeq	PAIRED	Phelipanche ramosa--Huet_S_2020	Seed-P2S1	2017	France	Manual	None	Field	Total	Soaking		0.4	-0.43689958	0.111476712	0.675669823	-0.213333134	-0.006982771	97	4.459361942
SRR10450130	5956	Huet_S_2020	Huet et al 2020	PRJNA589539	University of Nantes	ITS1	Phelipanche ramosa	Orobanchaceae	Phelipanche ramosa	Unknown	Seed	France: Fontenay-le-compte	Illumina MiSeq	PAIRED	Phelipanche ramosa--Huet_S_2020	Seed-P1S1	2017	France	Manual	None	Field	Total	Soaking		0.4	-0.444914881	-0.079009888	0.749265398	-0.290708088	-0.071971994	148	5.401793945
SRR10450133	5956	Huet_S_2020	Huet et al 2020	PRJNA589539	University of Nantes	ITS1	Phelipanche ramosa	Orobanchaceae	Phelipanche ramosa	Unknown	Seed	France: Fontenay-le-compte	Illumina MiSeq	PAIRED	Phelipanche ramosa--Huet_S_2020	Seed-P1S4	2017	France	Manual	None	Field	Total	Soaking		0.4	0.265069399	-0.140305319	0.643339767	0.289101237	-0.216933482	52	3.667319558
SRR10450135	5956	Huet_S_2020	Huet et al 2020	PRJNA589539	University of Nantes	ITS1	Phelipanche ramosa	Orobanchaceae	Phelipanche ramosa	Unknown	Seed	France: Fontenay-le-compte	Illumina MiSeq	PAIRED	Phelipanche ramosa--Huet_S_2020	Seed-P1S3	2017	France	Manual	None	Field	Total	Soaking		0.4	-0.366943453	-0.298603497	0.741970753	-0.221782763	-0.265854239	133	5.234813218
SRR10450136	5956	Huet_S_2020	Huet et al 2020	PRJNA589539	University of Nantes	ITS1	Phelipanche ramosa	Orobanchaceae	Phelipanche ramosa	Unknown	Seed	France: Asse le boisne	Illumina MiSeq	PAIRED	Phelipanche ramosa--Huet_S_2020	Seed-P7S4	2017	France	Manual	None	Field	Total	Soaking		0.4	-0.202733501	-0.325778229	0.767722707	-0.189092266	-0.28541575	115	5.255438155
SRR10450139	5956	Huet_S_2020	Huet et al 2020	PRJNA589539	University of Nantes	ITS1	Phelipanche ramosa	Orobanchaceae	Phelipanche ramosa	Unknown	Seed	France: Asse le boisne	Illumina MiSeq	PAIRED	Phelipanche ramosa--Huet_S_2020	Seed-P7S3	2017	France	Manual	None	Field	Total	Soaking		0.4	-0.356949296	-0.254131367	0.795359796	-0.189398913	-0.245136927	99	5.272723726
SRR10450141	5956	Huet_S_2020	Huet et al 2020	PRJNA589539	University of Nantes	ITS1	Phelipanche ramosa	Orobanchaceae	Phelipanche ramosa	Unknown	Seed	France: Asse le boisne	Illumina MiSeq	PAIRED	Phelipanche ramosa--Huet_S_2020	Seed-P7S2	2017	France	Manual	None	Field	Total	Soaking		0.4	-0.294085849	-0.427153854	0.779693048	-0.234767987	-0.291631247	115	5.337381005
SRR10450143	5956	Huet_S_2020	Huet et al 2020	PRJNA589539	University of Nantes	ITS1	Phelipanche ramosa	Orobanchaceae	Phelipanche ramosa	Unknown	Seed	France: Fontenay-le-compte	Illumina MiSeq	PAIRED	Phelipanche ramosa--Huet_S_2020	Seed-P1S3	2017	France	Manual	None	Field	Total	Soaking		0.4	-0.236808954	-0.174583745	0.794993979	-0.231147669	-0.11671616	107	5.359425661
SRR10450144	5956	Huet_S_2020	Huet et al 2020	PRJNA589539	University of Nantes	ITS1	Phelipanche ramosa	Orobanchaceae	Phelipanche ramosa	Unknown	Seed	France: Asse le boisne	Illumina MiSeq	PAIRED	Phelipanche ramosa--Huet_S_2020	Seed-P7S1	2017	France	Manual	None	Field	Total	Soaking		0.4	0.267600511	-0.179069128	0.616805124	0.288086832	-0.250339532	51	3.498781015
SRR10450146	5956	Huet_S_2020	Huet et al 2020	PRJNA589539	University of Nantes	ITS1	Phelipanche ramosa	Orobanchaceae	Phelipanche ramosa	Unknown	Seed	France: Asse le boisne	Illumina MiSeq	PAIRED	Phelipanche ramosa--Huet_S_2020	Seed-P7S1	2017	France	Manual	None	Field	Total	Soaking		0.4	-0.402560908	-0.283100839	0.819554448	-0.227946159	-0.259452772	144	5.876143923
SRR10450149	5956	Huet_S_2020	Huet et al 2020	PRJNA589539	University of Nantes	ITS1	Phelipanche ramosa	Orobanchaceae	Phelipanche ramosa	Unknown	Seed	France: Neuville-sur-Sarthe	Illumina MiSeq	PAIRED	Phelipanche ramosa--Huet_S_2020	Seed-P6S3	2017	France	Manual	None	Field	Total	Soaking		0.4	0.136385985	0.064696683	0.630164082	0.029882639	0.15498879	72	3.888065124
